word,answer
terdistraksi,terdistraksi
tergila-gila,tergila-gila
terperangkap,terperangkap
transportasi,transportasi
well-dressed,berpenampilan baik
wkwkwkwkwkwk,<noise>
2oi4-2oitan,2014 sampai 2015
5o0-1jthari,500 sampai 1 juta per hari
abang-abang,abang-abang
abis-abisan,abis-abisan
achievement,achievement
akhir-akhir,akhir
alhmdulilah,alhamdulillah
allahuakbar,allahu akbar
alternative,alternatif
anak-anakku,anak-anakku
anget-anget,hangat
anniversary,perayaan
anxiety-nya,anxietynya
appointment,appointment
appreciated,appreciated
asal-asalan,asal-asalan
asamlambung,asam lambung
astraphobia,astraphobia
asyik-asyik,asyik
autismeadhd,autisme ADHD
autocorrect,autocorrect
badan-badan,badan-badan
badut-badut,badut-badut
bagus-bagus,bagus
bahas-bahas,bahas
baik-baikin,baik
bakar-bakar,bakar
balik-balik,balik
banding2kan,banding-bandingkan
bantu-bantu,bantu
bapak-bapak,bapak
batuk-batuk,batuk
bayanginnya,bayanginnya
beda-bedain,beda-bedain
bejek-bejek,injak
belakangnya,belakang
benar-benar,benar-benar
benda-benda,benda
bener-bener,benar-benar
bener2ampuh,benar-benar ampuh
ber-positif,berpositif
beradaptasi,beradaptasi
beranggapan,beranggapan
berat-berat,berat-berat
berbarengan,berbarengan
berbenturan,berbenturan
bercandanya,bercandanya
berdasarkan,berdasarkan
berekspresi,berekspresi
beres-beres,beres-beres
berharaplah,berharaplah
berharganya,berharganya
berhasilnya,berhasilnya
berhubungan,berhubungan
berjuta2pun,berjuta-juta pun
berkegiatan,berkegiatan
berkeliaran,berkeliaran
berkeluarga,berkeluarga
berkeringat,berkeringat
berkualitas,berkualitas
berlangsung,berlangsung
bermajorkan,bermajorkan
bermunculan,bermunculan
berpasangan,berpasangan
berpendapat,berpendapat
berpengaruh,berpengaruh
bersemangat,bersemangat
bersentuhan,bersentuhan
bersin2tiap,bersin-bersin tiap
bertanggung,bertanggung
besok-besok,besok-besok
betah-betah,betah-betah
betul-betul,betul-betul
biasa-biasa,biasa-biasa
bibit-bibit,bibit-bibit
bisik-bisik,bisik-bisik
bnyak-bnyak,banyak-banyak
bocil-bocil,bocil-bocil
bolak-balik,bolak-balik
boleh-boleh,boleh-boleh
bolos-bolos,bolos-bolos
brner-brner,benar-benar
buang-buang,buang-buang
buka-bukaan,buka-bukaan
bulak-balik,bolak-balik
bulan-bulan,bulan-bulan
bully-bully,bully-bully
bunda-bunda,bunda-bunda
butterflies,butterflies
butuh-butuh,butuh-butuh
calon-calon,calon-calon
capek-capek,capek-capek
capek-tidur,capek tidur
cegil-cegil,cegil-cegil
cekit-cekit,cekit-cekit
cemas-cemas,cemas-cemas
cenut-cenut,cenut-cenut
cepat-cepat,cepat-cepat
cepet-cepet,cepat-cepat
cewek-cewek,cewek-cewek
challenging,challenging
chat-chatan,chat-chatan
chronically,chronically
cinta-cinta,cinta-cinta
cinta-pansa,cinta pansa
cita-citaku,cita-citaku
communicate,communicate
complicated,complicated
concern-nya,concern-nya
consequence,consequence
controlling,controlling
corat-coret,corat-coret
coret-coret,coret-coret
cowok-cowok,cowok-cowok
dagangannya,dagangannya
dalam-dalam,dalam-dalam
dapet-dapet,dapat-dapat
daydreaming,daydreaming
debar-debar,debar-debar
dedikasikan,dedikasikan
degdegannya,deg-degannya
dekat-dekat,dekat-dekat
deket-deket,dekat-dekat
demotivated,demotivated
depresi2nya,depresi-depresinya
desperately,desperately
detik-detik,detik-detik
development,development
di-diagnosa,didiagnosis
diagnosanya,diagnosanya
diam-diaman,diam-diaman
dianggapnya,dianggapnya
diapa-apain,diapa-apakan
diapresiasi,diapresiasi
dibandingin,dibandingkan
dibanggakan,dibanggakan
dibawa-bawa,dibawa-bawa
dibayangkan,dibayangkan
dibecandain,dibecandain
dibicarakan,dibicarakan
dibilangnya,dibilangnya
diburu-buru,diburu-buru
diceramahin,diceramahin
diceritakan,diceritakan
didengarkan,didengarkan
didiagnosis,didiagnosis
dielus-elus,dielus-elus
dihancurkan,dihancurkan
dihilangkan,dihilangkan
dikandangin,dikandangin
dikarenakan,dikarenakan
dikecewakan,dikecewakan
dikelilingi,dikelilingi
dikendaliin,dikendalikan
dikeramaian,dikeramaian
dikit-dikit,dikit-dikit
dikorbankan,dikorbankan
dilancarkan,dilancarkan
dilanjutkan,dilanjutkan
diliat-liat,dilihat-lihat
dilontarkan,dilontarkan
dimana-mana,di mana-mana
dimanfaatin,dimanfaatkan
dimna-dimna,di mana-mana
dinasehatin,dinasehatin
diolok-olok,diolok-olok
dipedulikan,dipedulikan
dipengaruhi,dipengaruhi
diperhatiin,diperhatiin
dipermaluin,dipermalukan
dipikiranku,di pikiranku
dipresi2oi2,depresi
direndahkan,direndahkan
disabilitas,disabilitas
disampaikan,disampaikan
discontinue,discontinue
disekitarku,di sekitarku
disela-sela,di sela-sela
diselesaiin,diselesaikan
disemangati,disemangati
disembuhkan,disembuhkan
disepelekan,disepelekan
distraction,distraction
ditakdirkan,ditakdirkan
ditinggalin,ditinggalkan
dobel-dobel,ganda
drama-drama,drama-drama
dugun-dugun,dugun-dugun
embel-embel,embel-embel
emosi-emosi,emosi-emosi
emotionally,emotionally
emotionless,emotionless
enak-enakan,enak-enakan
engga-engga,enggak-enggak
environment,environment
error-error,error-error
ex-avoidant,ex-avoidant
existential,existential
experienced,experienced
fabercastel,fabercastel
financially,financially
frustrating,frustrating
functioning,functioning
gabisa-bisa,tidak bisa
gadis-gadis,gadis-gadis
gagal-gagal,gagal-gagal
ganti-ganti,ganti-ganti
gara2sering,gara-gara sering
garis-garis,garis-garis
gaslighting,gaslighting
gatal-gatal,gatal-gatal
gatel-gatel,gatal-gatal
geber-geber,geber-geber
generalized,generalized
gerak-gerak,gerak-gerak
gerak-gerik,gerak-gerik
gerdanxiety,gerd anxiety
geter-geter,getar-getar
gigit-gigit,gigit-gigit
gila-gilaan,gila-gilaan
gonta-ganti,gonta-ganti
goodlooking,goodlooking
gores-gores,gores-gores
goser-goser,goser-goser
grasa-grusu,grasa-grusu
group-group,group-group
h-arassment,harassment
habis-habis,habis-habis
hahahahahha,hahaha
halangannya,halangannya
hamil-hamil,hamil-hamil
hampakosong,hampa kosong
happy-happy,happy-happy
hari-hariku,hari-hariku
heartbroken,heartbroken
hewan-hewan,hewan-hewan
hipnoterapi,hipnoterapi
home-person,home person
hubungannya,hubungannya
hujan-hujan,hujan-hujan
hwhwuhauheu,<noise>
hyperactive,hyperactive
hypers-xual,hypersexual
ikut-ikutan,ikut-ikutan
ilang-ilang,hilang-hilang
improvement,improvement
inattentive,inattentive
information,information
ingat-ingat,ingat-ingat
inget-inget,ingat-ingat
innalillahi,innalillahi
insecure-ku,insecure-ku
interaction,interaction
introspeksi,introspeksi
ipar-iparku,ipar-iparku
itsay-itsay,itsay-itsay
itung-itung,hitung-hitung
jabodetabek,jabodetabek
jahat-jahat,jahat-jahat
jajan-jajan,jajan-jajan
jalan-jalan,jalan-jalan
jaman-jaman,zaman-zaman
janji-janji,janji-janji
jari-jariku,jari-jariku
jaringannya,jaringannya
jedug-jedug,jedug-jedug
jejak-jejak,jejak-jejak
jelas-jelas,jelas-jelas
jelek-jelek,jelek-jelek
jenis-jenis,jenis-jenis
jerit-jerit,jerit-jerit
joget-joget,joget-joget
jujur-jujur,jujur-jujur
jumat-sabtu,jumat sabtu
kabar-kabar,kabar-kabar
kagak-kagak,kagak-kagak
kaget-kaget,kaget-kaget
kakak-kakak,kakak-kakak
kakek-kakek,kakek-kakek
kalau-kalau,kalau-kalau
kalem-kalem,kalem-kalem
kamis-jumat,kamis jumat
kanak-kanak,kanak-kanak
kapok-kapok,kapok-kapok
karakternya,karakternya
karya-karya,karya-karya
karyawannya,karyawannya
kasih-kasih,kasih-kasih
katanyacape,katanya capek
kawan-kawan,kawan-kawan
kawinikahhj,kawin nikah
kbawa-kbawa,kebawa-kebawa
kdang-kdang,kadang-kadang
ke-distract,ke-distract
ke-suksesan,kesuksesan
kebahagiaan,kebahagiaan
kebaikan-mu,kebaikanmu
kebaikannya,kebaikannya
kebersamaan,kebersamaan
kebingungan,kebingungan
kecil-kecil,kecil-kecil
kedistraksi,kedistraksi
kegantengan,kegantengan
kegelisahan,kegelisahan
kehal-kehal,kehal-kehal
kehidupanku,kehidupanku
keinginanku,keinginanku
kejadiannya,kejadiannya
kejar-kejar,kejar-kejar
kekenyangan,kekenyangan
kelakuannya,kelakuannya
kelar-kelar,kelar-kelar
kelas-kelas,kelas-kelas
keliatannya,kelihatannya
keluarganya,keluarganya
kemana-mana,ke mana-mana
kemanusiaan,kemanusiaan
kementerian,kementerian
kemna-kemna,ke mana-mana
kemungkinan,kemungkinan
kenal-kenal,kenal-kenal
kenapa-napa,kenapa-napa
kepanjangan,kepanjangan
kepercayaan,kepercayaan
kepribadian,kepribadian
keren-keren,keren-keren
kesal-kesal,kesal-kesal
kesalahanku,kesalahanku
keselamatan,keselamatan
kesendirian,kesendirian
ketahuannya,ketahuannya
ketar-ketir,ketar-ketir
ketinggalan,ketinggalan
khawatirnya,khawatirnya
kirim-kirim,kirim-kirim
kluar-kluar,keluar-keluar
kmana-kmana,ke mana-mana
kmrin-kmrin,kemarin-kemarin
knapa-knapa,kenapa-kenapa
komen-komen,komen-komen
konsekuensi,konsekuensi
konsentrasi,konsentrasi
kontributor,kontributor
kuliah-koas,kuliah koas
lahap-lahap,lahap-lahap
lanjutannya,lanjutannya
lebih-lebih,lebih-lebih
leher-leher,leher-leher
lindungilah,lindungilah
lucu-lucuan,lucu-lucuan
lumba-lumba,lumba-lumba
lurus-lurus,lurus-lurus
mabok-mabok,mabuk-mabuk
macam-macam,macam-macam
macem-macem,macam-macam
makhluk-nya,makhluknya
malam-malam,malam-malam
maleh-maleh,maleh-maleh
malem-malem,malam-malam
mamak-mamak,mamak-mamak
mana-managa,ke mana-mana
manifesting,manifesting
manik-manik,manik-manik
manipulatif,manipulatif
manis-manis,manis-manis
manja-manja,manja-manja
marah-marah,marah-marah
masak-masak,masak-masak
masuk-masuk,masuk-masuk
mati-matian,mati-matian
melanjutkan,melanjutkan
melewatinya,melewatinya
meluap-luap,meluap-luap
meluk-meluk,meluk-meluk
membebaskan,membebaskan
membenarkan,membenarkan
memberontak,memberontak
membosankan,membosankan
membuktikan,membuktikan
membutuhkan,membutuhkan
memperbaiki,memperbaiki
memperburuk,memperburuk
mempercayai,mempercayai
memperparah,memperparah
mempersulit,mempersulit
memvalidasi,memvalidasi
menambahkan,menambahkan
menangislah,menangislah
mencemaskan,mencemaskan
mencintaiku,mencintaiku
mencintaimu,mencintaimu
menciptakan,menciptakan
mencurahkan,mencurahkan
mendapatkan,mendapatkan
mendekatkan,mendekatkan
mendiagnosa,mendiagnosis
mendominasi,mendominasi
menegangkan,menegangkan
menenangkan,menenangkan
mengabaikan,mengabaikan
mengajarkan,mengajarkan
mengalihkan,mengalihkan
mengarahkan,mengarahkan
mengendarai,mengendarai
mengerjakan,mengerjakan
menggenggam,menggenggam
menggunakan,menggunakan
mengguncang,mengguncang
menghalangi,menghalangi
menghampiri,menghampiri
menghianati,mengkhianati
menghindari,menghindari
menghormati,menghormati
menghubungi,menghubungi
mengijinkan,mengizinkan
mengisolasi,mengisolasi
mengizinkan,mengizinkan
mengonsumsi,mengonsumsi
mengucilkan,mengucilkan
menimbulkan,menimbulkan
menjalankan,menjalankan
menjatuhkan,menjatuhkan
menjelaskan,menjelaskan
menjijikkan,menjijikkan
menumbuhkan,menumbuhkan
menunjukkan,menunjukkan
menyakitkan,menyakitkan
menyakitksn,menyakitkan
menyalahkan,menyalahkan
menyarankan,menyarankan
menyebabkan,menyebabkan
menyebalkan,menyebalkan
menyedihkan,menyedihkan
menyerahkan,menyerahkan
menyeramkan,menyeramkan
menyibukkan,menyibukkan
menyinggung,menyinggung
menyuarakan,menyuarakan
menyulitkan,menyulitkan
menyusahkan,menyusahkan
merah-hijau,merah hijau
merata-rata,merata-rata
merem-merem,merem-merem
merendahkan,merendahkan
meringankan,meringankan
mikir-mikir,mikir-mikir
mimpi-mimpi,mimpi-mimpi
mindfulness,mindfulness
mindset-nya,mindset-nya
minimalisir,meminimalkan
minta-minta,minta-minta
minum-minum,minum-minum
mirip-mirip,mirip-mirip
misuh-misuh,misuh-misuh
mixed-mixed,mixed-mixed
mncri-mncri,mencari-cari
model-model,model-model
mohon-mohon,mohon-mohon
molar-molor,molor-molor
momen-momen,momen-momen
moodbooster,mood booster
motor-motor,motor-motor
msing-msing,masing-masing
mudahkanlah,mudahkanlah
mukul-mukul,mukul-mukul
multifandom,multifandom
muluk-muluk,muluk-muluk
murah-murah,murah-murah
murce-murce,murce-murce
murid-murid,murid-murid
musik-musik,musik-musik
muter-muter,mutar-mutar
nahan-nahan,nahan-nahan
nanti-nanti,nanti-nanti
nanya-nanya,nanya-nanya
narik-narik,narik-narik
nasib-nasib,nasib-nasib
nauzubillah,nauzubillah
nebak-nebak,nebak-nebak
necessarily,necessarily
neken-neken,neken-neken
nenek-nenek,nenek-nenek
ngabarinnya,ngabarinnya
ngada-ngada,ngada-ngada
ngadepinnya,ngadepinnya
ngadu-ngadu,ngadu-ngadu
ngaku-ngaku,ngaku-ngaku
ngapa-ngapa,ngapa-ngapa
ngatasinnya,ngatasinnya
ngebayangin,ngebayangin
ngedengerin,ngedengerin
ngeghosting,ngeghosting
ngehilangin,ngehilangin
ngehindarin,ngehindarin
ngelanjutin,ngelanjutin
ngerjainnya,ngerjainnya
ngevalidasi,ngevalidasi
nggih-nggih,nggih-nggih
ngira-ngira,ngira-ngira
ngmuk-ngmuk,ngamuk-ngamuk
ngomentarin,ngomentarin
ngos-ngosan,ngos-ngosan
ngtur-ngtur,ngatur-ngatur
nikah-nikah,nikah-nikah
nomer-nomer,nomor-nomor
nongs-nongs,nongs-nongs
nuduh-nuduh,nuduh-nuduh
nulis-nulis,nulis-nulis
nunda-nunda,nunda-nunda
nyemangatin,nyemangatin
nyembuhinya,nyembuhinya
nyembunyiin,nyembunyiin
nyut-nyutan,nyut-nyutan
obat-obatan,obat-obatan
opportunity,opportunity
orang-orang,orang-orang
orangtuanya,orang tuanya
organ-organ,organ-organ
oversharing,oversharing
overthinker,overthinker
overwhelmed,overwhelmed
paham-paham,paham-paham
pajak-pajak,pajak-pajak
panas-panas,panas-panas
pandanganku,pandanganku
panicattack,panic attack
papih-mamih,papih mamih
paracetamol,paracetamol
parah-parah,parah-parah
parangsabit,parang sabit
pasangannya,pasangannya
pedes-pedes,pedas-pedas
pegal-pegal,pegal-pegal
pegel-pegel,pegal-pegal
pelampiasan,pelampiasan
pelan-pelan,pelan-pelan
pelariannya,pelariannya
pembantaian,pembantaian
pembicaraan,pembicaraan
pemerkosaan,pemerkosaan
penat-penat,penat-penat
pendapatnya,pendapatnya
penderitaan,penderitaan
penenangnya,penenangnya
pengeluaran,pengeluaran
pengetahuan,pengetahuan
penghasilan,penghasilan
pengkhianat,pengkhianat
penglihatan,penglihatan
pengorbanan,pengorbanan
pengunduran,pengunduran
pengurangan,pengurangan
peningkatan,peningkatan
penjahatnya,penjahatnya
penyakitnya,penyakitnya
penyebabnya,penyebabnya
penyemangat,penyemangat
penyembuhan,penyembuhan
penyesuaian,penyesuaian
perasaannya,perasaan
perempuanya,perempuan
performance,performance
pergi-pergi,pergi-pergi
perhatianku,perhatian
perhitungan,perhitungan
perilakunya,perilakunya
perjuangkan,perjuangkan
perkelahian,perkelahian
perkenalkan,perkenalkan
perkumpulan,perkumpulan
persetujuan,persetujuan
personality,personality
pertahankan,pertahankan
pertanyakan,pertanyakan
pertarungan,pertarungan
pertengahan,pertengahan
pertolongan,pertolongan
pihak-pihak,pihak
pikir-pikir,pikir
pilih-pilih,pilih
possibility,possibility
prbandingan,perbandingan
pressurenya,tekanan
prioritasin,prioritaskan
problematic,problematik
problematik,problematik
profesional,profesional
psikiaterku,psikiater
psikolognya,psikolog
psikoterapi,psikoterapi
puas-puasin,puas
pules-pules,pules
putus-putus,putus
questioning,questioning
rahim-rahim,rahim
ramai-ramai,ramai
rapat-rapat,rapat
reality-nya,realitas
reassurance,reassurance
recommended,recommended
rekan-rekan,rekan
rekomendasi,rekomendasi
reply-reply,reply
responsible,bertanggung jawab
ribet-ribet,ribet
ribut-ribut,ribut
robek-robek,robek
rumahtangga,rumahtangga
sabar-sabar,sabar
sadar-sadar,sadar
sakit-sakit,sakit
sales-sales,sales
sampe-sampe,sampai
sampe2hpnya,sampai ponselnya
scaredy-cat,scaredy-cat
se-disayang,disayang
se-mencekam,mencekam
seakan-akan,seakan-akan
sebaik-baik,sebaik-baik
sebelum2nya,sebelumnya
seberuntung,seberuntung
sedih-sedih,sedih
seenggaknya,setidaknya
sefrekuensi,sefrekuensi
segan-segan,segan
sehari-hari,sehari-hari
sehat-sehat,sehat
sekali-kali,sekali
selanjutnya,selanjutnya
self-esteem,rendah diri
self-hatred,self-hatred
selingkuhan,selingkuhan
selingkuhin,selingkuh
semak-semak,semak
semangatnya,semangat
semata-mata,pemikiran
sembarangan,sebarangan
sembu-sembu,semu
sembunyikan,sembunyikan
semena-mena,semena-mena
sempoyongan,sempoyongan
senin-jumat,senin jumat
senin-kamis,senin kamis
sentimental,sentimental
seolah-olah,seolah-olah
separah2nya,separah-parahnya
sepemikiran,sepemikiran
sepersekian,sepersekian
seram-seram,seram
sertifikasi,sertifikasi
sesederhana,sederhana
sesenggukan,nangis
setan-setan,setan feminis
setengahnya,setengah
shari-shari,sehaeri-hari
shbat-shbat,sahabat-sahabat
siang-siang,siang
siapa-siapa,siapa
silaturahmi,silaturahmi
skizofrenia,skizofrenia
smngt-smngt,semangat
snack-snack,snack
sobat-sobat,sahabat
sorry-sorry,sorry
sosialisasi,sosialisasi
strugglenya,struggle
suara-suara,suara
subuh-subuh,subuh
sudah-sudah,sudah
sudut-sudut,sudut
suffocating,suffocating
sukur-sukur,bersyukur
super-duper,super duper
surat-surat,surat
susah-susah,susah
symptomsnya,symptoms
tahan-tahan,tahan
tahun-tahun,tahun
takes-takes,takes
takut-takut,takut
tanda-tanda,tanda
tanya-tanya,tanya
tasikmalaya,tasikmalaya
teman-teman,teman-teman
temen-temen,teman-teman
tenggorokan,tenggorokan
ter-comfort,ter-comfort
terasingkan,terasingkan
terbesarnya,terbesarnya
terdiagnosa,terdiagnosa
terealisasi,terealisasi
terimakasih,terima kasih
terindikasi,terindikasi
terjerembab,terjerembab
termotivasi,termotivasi
terpengaruh,terpengaruh
terpikirkan,terpikir
tersalurkan,tersalurkan
tersinggung,tersinggung
terstruktur,terstruktur
terus-terus,terus
terwakilkan,terwakilkan
tiba2dingin,tiba-tiba dingin
tidak-tidak,tidak
tidur-tidur,tidur
tikus-tikus,tikus
tipis-tipis,tipis
traumatized,traumatized
triak-triak,teriak
tugas-tugas,tugas
turun-turun,turun
tusuk-tusuk,tusuk
tweet-tweet,tweet
ugal-ugalan,ugal-ugalan
ujian-ujian,ujian
ujung-ujung,ujung
ulang-ulang,ulang
uncertainty,ketidakpastian
undiagnosed,undiagnosed
unmotivated,unmotivated
unsur-unsur,unsur
uring-uring,uring
video-video,video
visualisasi,visualisasi
wabarakatuh,wabarakatuh
waktu-waktu,waktu
wamil-wamil,wamil
wandavision,wandavision
-boycandra,<noise>
-finansial,finansial
friedrich,friedrich
10 minutes,10 menit
12ea5-1oox,berkali kali
18thtolong,18 tahun
1oometeran,100 meteran
29e8bdhdhd,bingung
2oi7-gagal,2017 gagal
30 minutes,30 menit
3892t26625,banyak
acceptance,acceptance
activities,aktivitas
adakalanya,kadang
adfghkfdsf,depressed happy ending
akreditasi,akreditasi
al-fatihah,al-fatihah
almarhumah,almarhumah
alprazolam,alprazolam
alternatif,alternatif
anggotanya,anggota
antisipasi,antisipasi
anxiety-in,anxiety
anxietymad,anxiety mad
anxietynya,anxiety
anxious-an,anxious
anxiousnya,anxious
apa-apanya,apa
apa2selalu,apa saja
apparently,apparently
appreciate,appreciate
assessment,assessment
assignment,assignment
attachment,attachment
awal-akhir,awal akhir
awkwardnya,awkward
background,background
bahagiakan,bahagiakan
bahagianya,bahagia
bahwasanya,bahwa
balesannya,balasannya
banding2in,banding
bandingkan,bandingkan
bangkitnya,bangkit
bantuannya,bantuan
barangkali,barangkali
beabadoobe,beabadoobe
bedwetting,bedwetting
begundal2x,begundal
belajarnya,belajar
belakangan,belakangan
benerbener,bener-bener
berantakan,berantakan
berantemin,berantem
berbanding,berbanding
berbincang,berbincang
bercandaan,bercandaan
bercandain,bercandain
berdekatan,berdekatan
berdenging,berdenging
berdengung,berdengung
beresinnya,beresin
berfikiran,berpikiran
bergantung,bergantung
bergejolak,bergejolak
berhadapan,berhadapan
berhentiin,berhenti
berikutnya,berikutnya
berisiknya,berisik
berjam-jam,berjam-jam
berkantong,berkantong
berkecamuk,berkecamuk
berkembang,berkembang
berkenalan,berkenalan
berkendara,berkendara
berlebihan,berlebihan
berlindung,berlindung
bermanfaat,bermanfaat
